dia,MWh,TMP,CDD,HDD
2005-12-01,81445.928,18.1041666666667,0.10416666666669983,0.0
2005-12-02,81749.888,17.9041666666667,0.0,0.09583333333329946
2005-12-03,72134.59,19.5625,1.5625,0.0
2005-12-04,63452.628,18.8541666666667,0.8541666666666998,0.0
2005-12-05,81508.078,21.9416666666667,3.9416666666666984,0.0
2005-12-06,80589.496,18.2666666666667,0.26666666666670125,0.0
2005-12-07,81100.308,18.275,0.2749999999999986,0.0
2005-12-08,70713.458,20.3583333333333,2.3583333333332988,0.0
2005-12-09,82020.165,21.4375,3.4375,0.0
2005-12-10,68279.255,17.0875,0.0,0.9125000000000014
2005-12-11,60825.462,18.0708333333333,0.07083333333330089,0.0
2005-12-12,82045.338,20.9916666666667,2.991666666666699,0.0
2005-12-13,87157.676,21.575,3.5749999999999993,0.0
2005-12-14,89845.482,22.0458333333333,4.045833333333299,0.0
2005-12-15,93200.38,22.7791666666667,4.7791666666667005,0.0
2005-12-16,93259.869,23.6166666666667,5.616666666666699,0.0
2005-12-17,75271.323,20.7916666666667,2.7916666666667,0.0
2005-12-18,68700.511,25.0583333333333,7.058333333333302,0.0
2005-12-19,82773.207,18.8666666666667,0.8666666666666991,0.0
2005-12-20,85109.107,19.7708333333333,1.7708333333333002,0.0
2005-12-21,94144.98,25.5291666666667,7.5291666666667005,0.0
2005-12-22,97761.65,24.8791666666667,6.879166666666698,0.0
